specialty,date,year,wait_type,total_waiting
Paediatric Dermatology,2022-06-30,2022,Outpatient,5864.0
Paediatric ENT,2022-06-30,2022,Outpatient,5724.0
Paediatric Infectious Diseases,2022-06-30,2022,Outpatient,130.0
Paediatric Neurology,2022-06-30,2022,Outpatient,1243.0
Paediatric Neurosurgery,2022-06-30,2022,Outpatient,52.0
Paediatric Respiratory Medicine,2022-06-30,2022,Outpatient,2037.0
Paediatric Surgery,2022-06-30,2022,Outpatient,5291.0
Paediatric Urology,2022-06-30,2022,Outpatient,1312.0
Paediatrics,2022-06-30,2022,Outpatient,18013.0
Pain Relief,2022-06-30,2022,Outpatient,34.0
Plastic Surgery,2022-06-30,2022,Outpatient,2051.0
Rheumatology,2022-06-30,2022,Outpatient,1255.0
Small Volume Specialities,2022-06-30,2022,Outpatient,113.0
Urology,2022-06-30,2022,Outpatient,2878.0
Vascular Surgery,2022-06-30,2022,Outpatient,25.0
Anaesthetics,2022-07-28,2022,Outpatient,374.0
Breast Surgery,2022-07-28,2022,Outpatient,1692.0
Cardio-Thoracic Surgery,2022-07-28,2022,Outpatient,337.0
Cardiology,2022-07-28,2022,Outpatient,33301.0
Chemical Pathology,2022-07-28,2022,Outpatient,125.0
Clinical (Medical) Genetics,2022-07-28,2022,Outpatient,2656.0
Clinical Immunology,2022-07-28,2022,Outpatient,1533.0
Clinical Neurophysiology,2022-07-28,2022,Outpatient,2194.0
Dermatology,2022-07-28,2022,Outpatient,40004.0
Diabetes Mellitus,2022-07-28,2022,Outpatient,2093.0
Endocrinology,2022-07-28,2022,Outpatient,19744.0
Gastro-Enterology,2022-07-28,2022,Outpatient,16731.0
Gastro-Intestinal Surgery,2022-07-28,2022,Outpatient,828.0
General Medicine,2022-07-28,2022,Outpatient,21141.0
General Surgery,2022-07-28,2022,Outpatient,42152.0
Geriatric Medicine,2022-07-28,2022,Outpatient,3838.0
Gynaecology,2022-07-28,2022,Outpatient,31766.0
Haematology,2022-07-28,2022,Outpatient,8920.0
Hepato-Biliary Surgery,2022-07-28,2022,Outpatient,125.0
Infectious Diseases,2022-07-28,2022,Outpatient,771.0
Maxillo-Facial,2022-07-28,2022,Outpatient,4290.0
Metabolic Medicine,2022-07-28,2022,Outpatient,231.0
Microbiology,2022-07-28,2022,Outpatient,39.0
Nephrology,2022-07-28,2022,Outpatient,3680.0
Neurology,2022-07-28,2022,Outpatient,24374.0
Neurosurgery,2022-07-28,2022,Outpatient,8807.0
Oncology,2022-07-28,2022,Outpatient,664.0
Ophthalmology,2022-07-28,2022,Outpatient,37914.0
Oral Surgery,2022-07-28,2022,Outpatient,2479.0
Orthopaedics,2022-07-28,2022,Outpatient,67906.0
Otolaryngology (ENT),2022-07-28,2022,Outpatient,47902.0
Paed Cardiology,2022-07-28,2022,Outpatient,29.0
Paediatric Neurology,2022-07-28,2022,Outpatient,28.0
Paediatrics,2022-07-28,2022,Outpatient,162.0
Pain Relief,2022-07-28,2022,Outpatient,14070.0
Palliative Medicine,2022-07-28,2022,Outpatient,23.0
Pathology,2022-07-28,2022,Outpatient,168.0
Plastic Surgery,2022-07-28,2022,Outpatient,18042.0
Psychiatry,2022-07-28,2022,Outpatient,564.0
Radiology,2022-07-28,2022,Outpatient,26.0
Radiotherapy,2022-07-28,2022,Outpatient,48.0
Respiratory Medicine,2022-07-28,2022,Outpatient,19568.0
Rheumatology,2022-07-28,2022,Outpatient,16774.0
Small Volume Specialities,2022-07-28,2022,Outpatient,92.0
Urology,2022-07-28,2022,Outpatient,27709.0
Vascular Surgery,2022-07-28,2022,Outpatient,14988.0
Cardio-Thoracic Surgery,2022-07-28,2022,Outpatient,78.0
Cardiology,2022-07-28,2022,Outpatient,75.0
Clinical (Medical) Genetics,2022-07-28,2022,Outpatient,1731.0
Clinical Immunology,2022-07-28,2022,Outpatient,887.0
Dental Surgery,2022-07-28,2022,Outpatient,527.0
Dermatology,2022-07-28,2022,Outpatient,3718.0
Developmental Paediatrics,2022-07-28,2022,Outpatient,1117.0
Gastro-Enterology,2022-07-28,2022,Outpatient,43.0
General Medicine,2022-07-28,2022,Outpatient,34.0
General Surgery,2022-07-28,2022,Outpatient,1709.0
Gynaecology,2022-07-28,2022,Outpatient,635.0
Haematology,2022-07-28,2022,Outpatient,79.0
Immunology,2022-07-28,2022,Outpatient,446.0
Maxillo-Facial,2022-07-28,2022,Outpatient,320.0
Neurology,2022-07-28,2022,Outpatient,47.0
Neurosurgery,2022-07-28,2022,Outpatient,22.0
Ophthalmology,2022-07-28,2022,Outpatient,5248.0
Oral Surgery,2022-07-28,2022,Outpatient,194.0
Orthopaedics,2022-07-28,2022,Outpatient,3105.0
Otolaryngology (ENT),2022-07-28,2022,Outpatient,10137.0
Paed Cardiology,2022-07-28,2022,Outpatient,4132.0
Paed Endocrinology,2022-07-28,2022,Outpatient,975.0
Paed Gastro-Enterol,2022-07-28,2022,Outpatient,749.0
Paed Haematology,2022-07-28,2022,Outpatient,303.0
Paed Metabolic Medicine,2022-07-28,2022,Outpatient,61.0
Paed Nephrology,2022-07-28,2022,Outpatient,441.0
Paed Orthopaedic,2022-07-28,2022,Outpatient,4395.0
Paediatric Dermatology,2022-07-28,2022,Outpatient,5739.0
Paediatric ENT,2022-07-28,2022,Outpatient,5584.0
Paediatric Infectious Diseases,2022-07-28,2022,Outpatient,86.0
Paediatric Neurology,2022-07-28,2022,Outpatient,1236.0
Paediatric Neurosurgery,2022-07-28,2022,Outpatient,53.0
Paediatric Respiratory Medicine,2022-07-28,2022,Outpatient,1985.0
Paediatric Surgery,2022-07-28,2022,Outpatient,5283.0
Paediatric Urology,2022-07-28,2022,Outpatient,1245.0
Paediatrics,2022-07-28,2022,Outpatient,18030.0
Pain Relief,2022-07-28,2022,Outpatient,41.0
Plastic Surgery,2022-07-28,2022,Outpatient,2025.0
Rheumatology,2022-07-28,2022,Outpatient,1436.0
Small Volume Specialities,2022-07-28,2022,Outpatient,86.0
Urology,2022-07-28,2022,Outpatient,2891.0
Vascular Surgery,2022-07-28,2022,Outpatient,27.0
Anaesthetics,2022-08-25,2022,Outpatient,387.0
Breast Surgery,2022-08-25,2022,Outpatient,1669.0
Cardio-Thoracic Surgery,2022-08-25,2022,Outpatient,391.0
Cardiology,2022-08-25,2022,Outpatient,33460.0
Chemical Pathology,2022-08-25,2022,Outpatient,123.0
Clinical (Medical) Genetics,2022-08-25,2022,Outpatient,2746.0
Clinical Immunology,2022-08-25,2022,Outpatient,1585.0
Clinical Neurophysiology,2022-08-25,2022,Outpatient,2128.0
Dermatology,2022-08-25,2022,Outpatient,41261.0
Diabetes Mellitus,2022-08-25,2022,Outpatient,2094.0
Endocrinology,2022-08-25,2022,Outpatient,20066.0
Gastro-Enterology,2022-08-25,2022,Outpatient,16666.0
Gastro-Intestinal Surgery,2022-08-25,2022,Outpatient,841.0
General Medicine,2022-08-25,2022,Outpatient,21571.0
General Surgery,2022-08-25,2022,Outpatient,42325.0
Geriatric Medicine,2022-08-25,2022,Outpatient,3849.0
Gynaecology,2022-08-25,2022,Outpatient,31029.0
Haematology,2022-08-25,2022,Outpatient,9056.0
Hepato-Biliary Surgery,2022-08-25,2022,Outpatient,128.0
Infectious Diseases,2022-08-25,2022,Outpatient,822.0
Maxillo-Facial,2022-08-25,2022,Outpatient,4140.0
Metabolic Medicine,2022-08-25,2022,Outpatient,226.0
Microbiology,2022-08-25,2022,Outpatient,51.0
Nephrology,2022-08-25,2022,Outpatient,3665.0
Neurology,2022-08-25,2022,Outpatient,24848.0
Neurosurgery,2022-08-25,2022,Outpatient,8932.0
Oncology,2022-08-25,2022,Outpatient,621.0
Ophthalmology,2022-08-25,2022,Outpatient,37449.0
Oral Surgery,2022-08-25,2022,Outpatient,2466.0
Orthopaedics,2022-08-25,2022,Outpatient,68608.0
Otolaryngology (ENT),2022-08-25,2022,Outpatient,46478.0
Paed Cardiology,2022-08-25,2022,Outpatient,25.0
Paediatric Dermatology,2022-08-25,2022,Outpatient,104.0
Paediatric Neurology,2022-08-25,2022,Outpatient,28.0
Paediatrics,2022-08-25,2022,Outpatient,174.0
Pain Relief,2022-08-25,2022,Outpatient,14363.0
Pathology,2022-08-25,2022,Outpatient,171.0
Plastic Surgery,2022-08-25,2022,Outpatient,18596.0
Psychiatry,2022-08-25,2022,Outpatient,574.0
Radiotherapy,2022-08-25,2022,Outpatient,45.0
Rehabilitation Medicine,2022-08-25,2022,Outpatient,23.0
Respiratory Medicine,2022-08-25,2022,Outpatient,19451.0
Rheumatology,2022-08-25,2022,Outpatient,16836.0
Small Volume Specialities,2022-08-25,2022,Outpatient,110.0
Urology,2022-08-25,2022,Outpatient,27375.0
Vascular Surgery,2022-08-25,2022,Outpatient,15184.0
Cardio-Thoracic Surgery,2022-08-25,2022,Outpatient,72.0
Cardiology,2022-08-25,2022,Outpatient,69.0
Clinical (Medical) Genetics,2022-08-25,2022,Outpatient,1690.0
Clinical Immunology,2022-08-25,2022,Outpatient,846.0
Dental Surgery,2022-08-25,2022,Outpatient,556.0
Dermatology,2022-08-25,2022,Outpatient,2993.0
Developmental Paediatrics,2022-08-25,2022,Outpatient,1110.0
Gastro-Enterology,2022-08-25,2022,Outpatient,40.0
General Medicine,2022-08-25,2022,Outpatient,34.0
General Surgery,2022-08-25,2022,Outpatient,1713.0
Gynaecology,2022-08-25,2022,Outpatient,615.0
Haematology,2022-08-25,2022,Outpatient,75.0
Immunology,2022-08-25,2022,Outpatient,440.0
Maxillo-Facial,2022-08-25,2022,Outpatient,304.0
Neurology,2022-08-25,2022,Outpatient,46.0
Neurosurgery,2022-08-25,2022,Outpatient,20.0
Ophthalmology,2022-08-25,2022,Outpatient,5508.0
Oral Surgery,2022-08-25,2022,Outpatient,192.0
Orthopaedics,2022-08-25,2022,Outpatient,3085.0
Otolaryngology (ENT),2022-08-25,2022,Outpatient,9939.0
Paed Cardiology,2022-08-25,2022,Outpatient,4024.0
Paed Endocrinology,2022-08-25,2022,Outpatient,945.0
Paed Gastro-Enterol,2022-08-25,2022,Outpatient,697.0
Paed Haematology,2022-08-25,2022,Outpatient,287.0
Paed Metabolic Medicine,2022-08-25,2022,Outpatient,73.0
Paed Nephrology,2022-08-25,2022,Outpatient,457.0
Paed Orthopaedic,2022-08-25,2022,Outpatient,4323.0
Paediatric Dermatology,2022-08-25,2022,Outpatient,6600.0
Paediatric ENT,2022-08-25,2022,Outpatient,5657.0
Paediatric Infectious Diseases,2022-08-25,2022,Outpatient,73.0
Paediatric Neurology,2022-08-25,2022,Outpatient,1168.0
Paediatric Neurosurgery,2022-08-25,2022,Outpatient,65.0
Paediatric Respiratory Medicine,2022-08-25,2022,Outpatient,1997.0
Paediatric Surgery,2022-08-25,2022,Outpatient,5314.0
Paediatric Urology,2022-08-25,2022,Outpatient,1235.0
Paediatrics,2022-08-25,2022,Outpatient,18098.0
Pain Relief,2022-08-25,2022,Outpatient,44.0
Plastic Surgery,2022-08-25,2022,Outpatient,2042.0
Rheumatology,2022-08-25,2022,Outpatient,1420.0
Small Volume Specialities,2022-08-25,2022,Outpatient,88.0
Urology,2022-08-25,2022,Outpatient,2731.0
Vascular Surgery,2022-08-25,2022,Outpatient,25.0
Anaesthetics,2022-09-29,2022,Outpatient,370.0
Breast Surgery,2022-09-29,2022,Outpatient,1591.0
Cardio-Thoracic Surgery,2022-09-29,2022,Outpatient,334.0
Cardiology,2022-09-29,2022,Outpatient,33760.0
Chemical Pathology,2022-09-29,2022,Outpatient,119.0
Clinical (Medical) Genetics,2022-09-29,2022,Outpatient,2758.0
Clinical Immunology,2022-09-29,2022,Outpatient,1721.0
Clinical Neurophysiology,2022-09-29,2022,Outpatient,2131.0
Dermatology,2022-09-29,2022,Outpatient,41839.0
Diabetes Mellitus,2022-09-29,2022,Outpatient,2099.0
Endocrinology,2022-09-29,2022,Outpatient,20309.0
Gastro-Enterology,2022-09-29,2022,Outpatient,16410.0
Gastro-Intestinal Surgery,2022-09-29,2022,Outpatient,818.0
General Medicine,2022-09-29,2022,Outpatient,21476.0
General Surgery,2022-09-29,2022,Outpatient,41383.0
Geriatric Medicine,2022-09-29,2022,Outpatient,3488.0
Gynaecology,2022-09-29,2022,Outpatient,30430.0
Haematology,2022-09-29,2022,Outpatient,9169.0
Hepato-Biliary Surgery,2022-09-29,2022,Outpatient,109.0
Infectious Diseases,2022-09-29,2022,Outpatient,806.0
Maxillo-Facial,2022-09-29,2022,Outpatient,3871.0
Metabolic Medicine,2022-09-29,2022,Outpatient,193.0
Microbiology,2022-09-29,2022,Outpatient,41.0
Nephrology,2022-09-29,2022,Outpatient,3684.0
Neurology,2022-09-29,2022,Outpatient,24922.0
Neurosurgery,2022-09-29,2022,Outpatient,8976.0
Oncology,2022-09-29,2022,Outpatient,704.0
Ophthalmology,2022-09-29,2022,Outpatient,35607.0
Oral Surgery,2022-09-29,2022,Outpatient,2483.0
Orthopaedics,2022-09-29,2022,Outpatient,67938.0
Otolaryngology (ENT),2022-09-29,2022,Outpatient,46754.0
Paediatric Dermatology,2022-09-29,2022,Outpatient,110.0
Paediatric Neurology,2022-09-29,2022,Outpatient,31.0
Paediatrics,2022-09-29,2022,Outpatient,174.0
Pain Relief,2022-09-29,2022,Outpatient,14569.0
Pathology,2022-09-29,2022,Outpatient,173.0
Plastic Surgery,2022-09-29,2022,Outpatient,18694.0
Psychiatry,2022-09-29,2022,Outpatient,557.0
Radiotherapy,2022-09-29,2022,Outpatient,35.0
Rehabilitation Medicine,2022-09-29,2022,Outpatient,21.0
Respiratory Medicine,2022-09-29,2022,Outpatient,19649.0
Rheumatology,2022-09-29,2022,Outpatient,16698.0
Small Volume Specialities,2022-09-29,2022,Outpatient,126.0
Urology,2022-09-29,2022,Outpatient,27165.0
Vascular Surgery,2022-09-29,2022,Outpatient,15408.0
Cardio-Thoracic Surgery,2022-09-29,2022,Outpatient,74.0
Cardiology,2022-09-29,2022,Outpatient,63.0
Clinical (Medical) Genetics,2022-09-29,2022,Outpatient,1622.0
Clinical Immunology,2022-09-29,2022,Outpatient,803.0
Dental Surgery,2022-09-29,2022,Outpatient,513.0
Dermatology,2022-09-29,2022,Outpatient,2943.0
Developmental Paediatrics,2022-09-29,2022,Outpatient,1103.0
Endocrinology,2022-09-29,2022,Outpatient,23.0
Gastro-Enterology,2022-09-29,2022,Outpatient,34.0
General Medicine,2022-09-29,2022,Outpatient,25.0
General Surgery,2022-09-29,2022,Outpatient,1662.0
Gynaecology,2022-09-29,2022,Outpatient,637.0
Haematology,2022-09-29,2022,Outpatient,73.0
Immunology,2022-09-29,2022,Outpatient,438.0
Maxillo-Facial,2022-09-29,2022,Outpatient,273.0
Neurology,2022-09-29,2022,Outpatient,47.0
Neurosurgery,2022-09-29,2022,Outpatient,21.0
Ophthalmology,2022-09-29,2022,Outpatient,5145.0
Oral Surgery,2022-09-29,2022,Outpatient,197.0
Orthopaedics,2022-09-29,2022,Outpatient,3090.0
Otolaryngology (ENT),2022-09-29,2022,Outpatient,9770.0
Paed Cardiology,2022-09-29,2022,Outpatient,4137.0
Paed Endocrinology,2022-09-29,2022,Outpatient,929.0
Paed Gastro-Enterol,2022-09-29,2022,Outpatient,725.0
Paed Haematology,2022-09-29,2022,Outpatient,285.0
Paed Metabolic Medicine,2022-09-29,2022,Outpatient,58.0
Paed Nephrology,2022-09-29,2022,Outpatient,439.0
Paed Orthopaedic,2022-09-29,2022,Outpatient,4389.0
Paediatric Dermatology,2022-09-29,2022,Outpatient,6640.0
Paediatric ENT,2022-09-29,2022,Outpatient,5881.0
Paediatric Infectious Diseases,2022-09-29,2022,Outpatient,62.0
Paediatric Neurology,2022-09-29,2022,Outpatient,1197.0
Paediatric Neurosurgery,2022-09-29,2022,Outpatient,75.0
Paediatric Respiratory Medicine,2022-09-29,2022,Outpatient,1967.0
Paediatric Surgery,2022-09-29,2022,Outpatient,5363.0
Paediatric Urology,2022-09-29,2022,Outpatient,1198.0
Paediatrics,2022-09-29,2022,Outpatient,18119.0
Pain Relief,2022-09-29,2022,Outpatient,34.0
Plastic Surgery,2022-09-29,2022,Outpatient,2018.0
Rheumatology,2022-09-29,2022,Outpatient,1408.0
Small Volume Specialities,2022-09-29,2022,Outpatient,71.0
Urology,2022-09-29,2022,Outpatient,2396.0
Vascular Surgery,2022-09-29,2022,Outpatient,25.0
Anaesthetics,2022-10-27,2022,Outpatient,358.0
Breast Surgery,2022-10-27,2022,Outpatient,1723.0
Cardio-Thoracic Surgery,2022-10-27,2022,Outpatient,344.0
Cardiology,2022-10-27,2022,Outpatient,34047.0
Chemical Pathology,2022-10-27,2022,Outpatient,121.0
Clinical (Medical) Genetics,2022-10-27,2022,Outpatient,2838.0
Clinical Immunology,2022-10-27,2022,Outpatient,1755.0
Clinical Neurophysiology,2022-10-27,2022,Outpatient,2164.0
Dermatology,2022-10-27,2022,Outpatient,41355.0
Diabetes Mellitus,2022-10-27,2022,Outpatient,2080.0
Endocrinology,2022-10-27,2022,Outpatient,20209.0
Gastro-Enterology,2022-10-27,2022,Outpatient,16539.0
Gastro-Intestinal Surgery,2022-10-27,2022,Outpatient,829.0
General Medicine,2022-10-27,2022,Outpatient,21519.0
General Surgery,2022-10-27,2022,Outpatient,40396.0
Geriatric Medicine,2022-10-27,2022,Outpatient,3416.0
Gynaecology,2022-10-27,2022,Outpatient,29927.0
Haematology,2022-10-27,2022,Outpatient,9065.0
Hepato-Biliary Surgery,2022-10-27,2022,Outpatient,112.0
Infectious Diseases,2022-10-27,2022,Outpatient,849.0
Maxillo-Facial,2022-10-27,2022,Outpatient,3636.0
Metabolic Medicine,2022-10-27,2022,Outpatient,166.0
Microbiology,2022-10-27,2022,Outpatient,41.0
Nephrology,2022-10-27,2022,Outpatient,3585.0
Neurology,2022-10-27,2022,Outpatient,24539.0
Neurosurgery,2022-10-27,2022,Outpatient,8907.0
Oncology,2022-10-27,2022,Outpatient,648.0
Ophthalmology,2022-10-27,2022,Outpatient,34811.0
Oral Surgery,2022-10-27,2022,Outpatient,2469.0
Orthopaedics,2022-10-27,2022,Outpatient,66131.0
Otolaryngology (ENT),2022-10-27,2022,Outpatient,45240.0
Paediatric Neurology,2022-10-27,2022,Outpatient,24.0
Paediatrics,2022-10-27,2022,Outpatient,180.0
Pain Relief,2022-10-27,2022,Outpatient,14309.0
Pathology,2022-10-27,2022,Outpatient,166.0
Plastic Surgery,2022-10-27,2022,Outpatient,18291.0
Psychiatry,2022-10-27,2022,Outpatient,514.0
Radiotherapy,2022-10-27,2022,Outpatient,55.0
Respiratory Medicine,2022-10-27,2022,Outpatient,19406.0
Rheumatology,2022-10-27,2022,Outpatient,16408.0
Small Volume Specialities,2022-10-27,2022,Outpatient,160.0
Urology,2022-10-27,2022,Outpatient,26156.0
Vascular Surgery,2022-10-27,2022,Outpatient,14539.0
Cardio-Thoracic Surgery,2022-10-27,2022,Outpatient,67.0
Cardiology,2022-10-27,2022,Outpatient,57.0
Clinical (Medical) Genetics,2022-10-27,2022,Outpatient,1493.0
Clinical Immunology,2022-10-27,2022,Outpatient,800.0
Dental Surgery,2022-10-27,2022,Outpatient,486.0
Dermatology,2022-10-27,2022,Outpatient,2910.0
Developmental Paediatrics,2022-10-27,2022,Outpatient,1083.0
Endocrinology,2022-10-27,2022,Outpatient,23.0
Gastro-Enterology,2022-10-27,2022,Outpatient,34.0
General Medicine,2022-10-27,2022,Outpatient,26.0
General Surgery,2022-10-27,2022,Outpatient,1644.0
Gynaecology,2022-10-27,2022,Outpatient,662.0
Haematology,2022-10-27,2022,Outpatient,85.0
Immunology,2022-10-27,2022,Outpatient,438.0
Maxillo-Facial,2022-10-27,2022,Outpatient,248.0
Neurology,2022-10-27,2022,Outpatient,45.0
Neurosurgery,2022-10-27,2022,Outpatient,22.0
Ophthalmology,2022-10-27,2022,Outpatient,4874.0
Oral Surgery,2022-10-27,2022,Outpatient,210.0
Orthopaedics,2022-10-27,2022,Outpatient,3014.0
Otolaryngology (ENT),2022-10-27,2022,Outpatient,9254.0
Paed Cardiology,2022-10-27,2022,Outpatient,3931.0
Paed Endocrinology,2022-10-27,2022,Outpatient,923.0
Paed Gastro-Enterol,2022-10-27,2022,Outpatient,716.0
Paed Haematology,2022-10-27,2022,Outpatient,268.0
Paed Metabolic Medicine,2022-10-27,2022,Outpatient,57.0
Paed Nephrology,2022-10-27,2022,Outpatient,420.0
Paed Orthopaedic,2022-10-27,2022,Outpatient,4369.0
Paediatric Dermatology,2022-10-27,2022,Outpatient,6649.0
Paediatric ENT,2022-10-27,2022,Outpatient,6052.0
Paediatric Infectious Diseases,2022-10-27,2022,Outpatient,63.0
Paediatric Neurology,2022-10-27,2022,Outpatient,1187.0
Paediatric Neurosurgery,2022-10-27,2022,Outpatient,46.0
Paediatric Respiratory Medicine,2022-10-27,2022,Outpatient,1986.0
Paediatric Surgery,2022-10-27,2022,Outpatient,5028.0
Paediatric Urology,2022-10-27,2022,Outpatient,1161.0
Paediatrics,2022-10-27,2022,Outpatient,18156.0
Pain Relief,2022-10-27,2022,Outpatient,29.0
Plastic Surgery,2022-10-27,2022,Outpatient,1913.0
Rheumatology,2022-10-27,2022,Outpatient,1384.0
Small Volume Specialities,2022-10-27,2022,Outpatient,61.0
Urology,2022-10-27,2022,Outpatient,2307.0
Vascular Surgery,2022-10-27,2022,Outpatient,23.0
Breast Surgery,2022-11-24,2022,Outpatient,1660.0
Cardio-Thoracic Surgery,2022-11-24,2022,Outpatient,361.0
Cardiology,2022-11-24,2022,Outpatient,33334.0
Chemical Pathology,2022-11-24,2022,Outpatient,113.0
Clinical (Medical) Genetics,2022-11-24,2022,Outpatient,2854.0
Clinical Immunology,2022-11-24,2022,Outpatient,1785.0
Clinical Neurophysiology,2022-11-24,2022,Outpatient,2160.0
Dermatology,2022-11-24,2022,Outpatient,41103.0
Diabetes Mellitus,2022-11-24,2022,Outpatient,2054.0
Endocrinology,2022-11-24,2022,Outpatient,19632.0
Gastro-Enterology,2022-11-24,2022,Outpatient,16300.0
Gastro-Intestinal Surgery,2022-11-24,2022,Outpatient,789.0
General Medicine,2022-11-24,2022,Outpatient,21108.0
General Surgery,2022-11-24,2022,Outpatient,39167.0
Geriatric Medicine,2022-11-24,2022,Outpatient,3485.0
Gynaecology,2022-11-24,2022,Outpatient,29082.0
Haematology,2022-11-24,2022,Outpatient,9120.0
Hepato-Biliary Surgery,2022-11-24,2022,Outpatient,108.0
Infectious Diseases,2022-11-24,2022,Outpatient,942.0
Maxillo-Facial,2022-11-24,2022,Outpatient,3293.0
Metabolic Medicine,2022-11-24,2022,Outpatient,172.0
Microbiology,2022-11-24,2022,Outpatient,46.0
Nephrology,2022-11-24,2022,Outpatient,3416.0
Neurology,2022-11-24,2022,Outpatient,23829.0
Neurosurgery,2022-11-24,2022,Outpatient,8773.0
Oncology,2022-11-24,2022,Outpatient,620.0
Ophthalmology,2022-11-24,2022,Outpatient,34398.0
Oral Surgery,2022-11-24,2022,Outpatient,2361.0
Orthopaedics,2022-11-24,2022,Outpatient,64383.0
Otolaryngology (ENT),2022-11-24,2022,Outpatient,43590.0
Paediatric Dermatology,2022-11-24,2022,Outpatient,29.0
Paediatrics,2022-11-24,2022,Outpatient,166.0
Pain Relief,2022-11-24,2022,Outpatient,14644.0
Pathology,2022-11-24,2022,Outpatient,174.0
Plastic Surgery,2022-11-24,2022,Outpatient,17623.0
